,raw_text,aspects,sentiments
2144,"Warning, you are supposed to order multiple dishes, so if you order just an entree per person you probably won't have enough.","['dishes', 'entree']","['positive', 'neutral']"
2145,I have seen the crowd go from ultra hip to BT and I still love it becuause of the food.,"['crowd', 'food']","['neutral', 'positive']"
2146,"Alongside the USDA prime dry-cut steaks, the menu features standard steakhouse fare: appetizers like shrimp cocktail, fresh oysters and clams, an array of salads, soups, pastas and vegetable sides, and non-steak entrees like lamb, veal and pork chops, lobster and more.","['USDA prime dry-cut steaks', 'menu', 'soups', 'pastas', 'vegetable sides', 'lamb', 'veal and pork chops', 'lobster']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
2147,"We were crammed next to the people who were seated to the right of us, who repeatedly took phone calls during dinner, while the rude wait staff did nothing despite the warning on the menu that cell phones were not to be used in the dining room.","['dinner', 'wait staff', 'menu', 'dining room']","['neutral', 'negative', 'neutral', 'neutral']"
2148,"No extra pickles, no AC, no ice water, slow service, the whole thing was just dissapointing.","['water', 'service']","['neutral', 'negative']"
2149,"No bread basket for the table, the server came around with a basket and we each got 1 piece of bread.","['table', 'server']","['neutral', 'positive']"
2150,"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.","['soups', 'bowl', 'dinner', 'beers', 'cost']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
2151,However the manager came over and aplogized and all drinks were on him.,"['manager', 'drinks']","['positive', 'neutral']"
2152,The service always ruins your food if it's poor.,"['service', 'food']","['negative', 'neutral']"
2153,"We had: *Soup, forget what kind but it was great *Appetizer-Snails in garlic sauce, which was so good, we confused the snails for mushrooms *Entrees - We had the duck confit lamb shank.","['garlic sauce', 'mushrooms', 'duck confit lamb shank']","['positive', 'neutral', 'neutral']"
2154,"Chef Shea Gallante takes up residence in the former kitchen of Waxman, now walled off from the diners but visible through glass service doors.","['Chef', 'kitchen', 'diners']","['positive', 'neutral', 'neutral']"
2155,The Pink Pony's brunch is among the very best in the city!,"['Pony', 'brunch']","['neutral', 'positive']"
2156,"The bar is available while you waiting for the table, the DJ is nice.","['bar', 'DJ']","['neutral', 'positive']"
2157,"Ofcourse the restaurant is new and perhaps they have some kinks to work out, but it for the same price you can get a higher caliber brunch at Banania or Cafe Luluc on Smith St.","['price', 'brunch']","['neutral', 'positive']"
2158,"When we got there (6 women), we were not even allowed in when a staff member with a bad attitude wearing a suit told us that we absolutely needed a reservation (yes, we've gone from an artsy community to this)!","['staff member', 'reservation']","['negative', 'neutral']"
2159,"BBQ is ordinal, and cole slaw is not even worth trying.","['BBQ', 'cole slaw']","['neutral', 'negative']"
2160,"It's cheesy, great herbs,good bread and large slices But it's in a very dirty area, good for take out and bring it home kind of place.","['herbs', 'bread', 'area']","['positive', 'positive', 'negative']"
2161,The only problem my party found was that when people asked for knives and forks (there were only chopsticks on the table) the waitress laughed at them.,"['chopsticks', 'waitress']","['neutral', 'negative']"
2162,Waitress was unenthusiastic and refilled my water only after I asked her to but did not refill my date's empty water glass?!?!?,"['Waitress', 'water glass']","['negative', 'neutral']"
2163,"The worst occasion, and the final straw for me was when myself and four friends were told that we could have a table if we moved away from our stools at the bar.","['final straw', 'bar']","['negative', 'neutral']"
2164,Staff dissappeared after 2PM and we had to send a search party to find our waitress who was parked at a table upstairs reading a newspaper.,"['Staff', 'waitress', 'table']","['negative', 'negative', 'neutral']"
2165,"Warning Service is decent, but it takes forever to get the check.","['Service', 'check']","['positive', 'negative']"
2166,"PS : to the waitresses and waiters at Shanghai Cafe(new name of Shanghai Gourmet) if you don't like your job, don't work there.","['waitresses', 'waiters', 'Shanghai Gourmet']","['negative', 'negative', 'neutral']"
2167,"I went to Joy hoping to find some great Indian, but unfotunately found curry that was no better than average.","['Indian', 'curry']","['positive', 'negative']"
2168,i recently had brunch at the new hill diner let me tell you it was great.,"['brunch', 'diner']","['positive', 'neutral']"
2169,"Although the mediterreanian plate was delicious, it was NOT what I'd expect from a tea salon.","['mediterreanian plate', 'tea salon']","['positive', 'negative']"
2170,"My wife and I had an 8:30 reservation, we show up a few minutes before and the host mumbles something to us about waiting at the bar and they'll tell us when the table is ready.","['reservation', 'host', 'waiting', 'bar']","['neutral', 'negative', 'neutral', 'neutral']"
2171,Little Italy-style hambone performances by the waiters (actually saying fugettaboutit 4 times during specials) was embarassing and did nothing to hide the fact of of being charged for 4 bottles of wine when we only ordered 3.,"['waiters', 'specials']","['negative', 'neutral']"
2172,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,"['miso soup', 'flavor', 'fish']","['neutral', 'negative', 'negative']"
2173,the food sucked straight up looks like a nice place to go out with date and have a couple of drinks.,"['food', 'drinks']","['negative', 'neutral']"
2174,"The baked penne came out in a small bowl, burnt with barley any sauce for $18.","['baked', 'sauce']","['neutral', 'negative']"
2175,"it did fill up pretty quickly for lunch, but nobody seemed to have to wait too long, and i'm guessing they might be less busy for dinner.","['lunch', 'wait', 'dinner']","['neutral', 'negative', 'neutral']"
2176,"Helpings are HUGE and most come with choice of rice and beans, or salad and plantains.","['Helpings', 'rice', 'beans', 'salad', 'plantains']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
2177,fresh home-made tomato sauce with chunks of awesome tomatoes fire it all up in a brick oven.,"['home-made tomato sauce', 'chunks of awesome tomatoes']","['positive', 'neutral']"
2178,"Main dishes - Vindaloo chicken OK, massive hunk of lamb decent.","['Main dishes', 'Vindaloo chicken', 'lamb']","['neutral', 'neutral', 'positive']"
2179,"Prices are not cheap, but not expensive but the meal is worth every penny.","['Prices', 'meal']","['negative', 'positive']"
2180,The only downside was the service was slow and our waitress kept forgetting to bring our drinks.,"['service', 'waitress', 'drinks']","['negative', 'negative', 'neutral']"
2181,"They have samosas, chicken tikka masala, and a lot of other dishes you can think of.","['chicken tikka masala', 'dishes']","['neutral', 'positive']"
2182,When you order a ploughman's lunch you don't even get bread (which confounded me) and the mini yorkshires were dry as a bone.,"['lunch', 'mini yorkshires']","['neutral', 'negative']"
2183,"The decor and the service definitely is not the greatest, but I can overlook those things since their food is just so damn good.","['decor', 'food']","['negative', 'positive']"
2184,"The best thing though was when they messed up the fish order they not only gave us each a free glass of wine, but they took that fish order off our bill!!!","['glass of wine', 'bill']","['positive', 'neutral']"
2185,"Although Nobu requires a 2-3 month advanced reservations, it's worth the wait!","['reservations', 'wait']","['neutral', 'positive']"
2186,The menu offers favorites from all over China: mellow Lake Tung-Ting shrimp from Hunan; peppery Sichuan tofu with minced pork; and Shanghainese soups with pickled mustard greens.,"['menu', 'Tung-Ting shrimp', 'Sichuan tofu with minced pork', 'soups']","['neutral', 'positive', 'positive', 'positive']"
2187,"Upstairs they have an entirely separate hostess, as if it was a different restaurant all together, where after being asked once again if we had a reservation we were seated in a small seat, in the corner, of a practically empty room.","['hostess', 'reservation']","['negative', 'neutral']"
2188,"They bought the same surly staff, it still took way too long for food, drink, ANY SERVICE and the food is still $ 12.","['surly staff', 'drink', 'SERVICE']","['negative', 'neutral', 'neutral']"
2189,The food was average; I could have had a better meal at the local pizza place.,"['meal', 'pizza place']","['positive', 'neutral']"
2190,Once the manager loudly referred to the customers patiently waiting at the all-you-can-eat buffet line as 'hungry animals attacking for food',"['manager', 'waiting', 'food']","['negative', 'neutral', 'neutral']"
2191,"We ordered coffee, and then he ordered a bacon cheeseburger (for $12, ridiculous even for New York) The waiter then announced he was going to charge us a $4 sharing charge.","['coffee', 'bacon cheeseburger', 'waiter']","['neutral', 'neutral', 'negative']"
2192,Get plenty on food for the price.,"['food', 'price']","['positive', 'neutral']"
2193,"Coffee, treats, and the best of eerything.","['Coffee', 'treats', 'eerything']","['neutral', 'neutral', 'positive']"
2194,And that is a shame as the restaurant is a pizzeria with a very limited menu outside of pizza.,"['menu', 'pizza']","['negative', 'neutral']"
2195,We had to flag down the waiter even to refill water glasses!,"['waiter', 'water glasses']","['negative', 'neutral']"
2196,"On each table there's a variety of sauces and spices, which you're encouraged to add to your dish; by the end of the meal you mind up with something completely different in your bowl from you started, but it will still be so satisfying.","['variety of sauces', 'spices', 'dish', 'meal', 'bowl']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
2197,"Cocktails were ok, not so good with chinese food so hot tea was fine for us.","['Cocktails', 'chinese food']","['positive', 'neutral']"
2198,"The waiter ignored us for ten minutes, the restaurant was empty, got our drink orders wrong, got one main dish order wrong and the disappeared for another ten minutes before we could get the check.","['waiter', 'drink', 'main dish', 'check']","['negative', 'negative', 'negative', 'neutral']"
2199,"Succulent, buxom mussels can be had four ways: with classical white wine, tomatoes, luxurious Pernod and cream, or chorizo and white beans.","['mussels', 'white wine', 'tomatoes', 'Pernod']","['positive', 'neutral', 'neutral', 'positive']"
2200,"The meal arrived just as we were finishing the appetizers, each good portions.","['appetizers', 'portions']","['neutral', 'positive']"
2201,Owner Mary Redding keeps things fish camp-y with rod-and-reel rental prices and a list of rules on the backs of the menus.,"['Owner', 'fish', 'prices', 'menus']","['neutral', 'neutral', 'positive', 'neutral']"
2202,"It looks like a small pizza joint, and it is, but the food and service are out of this world.","['pizza', 'food']","['negative', 'positive']"
2203,"I sometimes long for their chicken fried steak and a beer, this place does the trick every time.","['chicken fried steak', 'beer']","['positive', 'neutral']"
2204,"We went on a Monday night around 6:30pm and were seated right away in the backroom, which is dimly-lit, casual, cozy--kind of felt like you were sitting in a spacious dining galley of a ship or a cabin.","['seated', 'dining']","['neutral', 'positive']"
2205,"Now residing in Chicago, the only quality pies are the deep dishes, which I do like.","['quality pies', 'deep dishes']","['neutral', 'positive']"
2206,"Their menu is limited, they serve miniscule omelettes that may be suitable for a child (with what seems like a teaspoon of stuffing) with a salad (have to pay even more for fries) for $10- which was poorly washed and there were bits of soil all over it!!","['menu', 'fries']","['negative', 'neutral']"
2207,"The service is pleasent, but they did forget to bring my mother in law's appetizer.","['service', 'appetizer']","['positive', 'neutral']"
2208,The wait staff pushed us to get desserts immediately after we finished our main course and we had to continuously tell them we are not ready yet.,"['wait staff', 'desserts']","['negative', 'neutral']"
2209,"HIGHLY RECOMMENDED, MAKE RESERVATIONS FAR IN ADVANCE TO AVOID LONG WAIT TIMES.","['RESERVATIONS', 'WAIT TIMES']","['neutral', 'negative']"
2210,The food choices were a bit unique so if you are a steak and potatos person then this may not be the place for you.,"['food choices', 'steak']","['positive', 'neutral']"
2211,"They gave us desert menus but never came back for a desert order, instead we had to ask for the check and a bus boy retreived it for us.","['desert menus', 'desert order', 'check']","['neutral', 'negative', 'neutral']"
2212,"Days later, you'll dream about luscious polenta beneath braised rabbit with thyme and olive gravy, tender calves' liver slivered over sweet and sour onions, meaty monkfish with lemon-rosemary escarole and sublime chocolate pear tart.","['braised rabbit', 'thyme', 'olive gravy', 'calves', 'sour onions', 'chocolate pear tart']","['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive']"
2213,"Their olive oil (for dipping purposes) has at the bottom a great mix of italian basil etc, try to get it on your bread without getting a clogged artery!!!","['olive oil', 'mix of italian basil', 'bread']","['neutral', 'positive', 'neutral']"
2214,"But once we spoke up (and they figured out what happened with the menus) they re-did the dish in a butter sage sauce, which was awesome.","['menus', 'a butter sage sauce']","['neutral', 'positive']"
2215,"A dish of chewy smoked seitan evokes Peking duck, while an entree of wide green-tea noodles is served in a tasty faux Bolognese sauce.","['dish', 'smoked seitan evokes Peking duck', 'entree', 'wide green-tea noodles', 'served', 'Bolognese sauce']","['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'positive']"
2216,However service was quite slow for a lunch hour.,"['service', 'lunch']","['negative', 'neutral']"
2217,"The waiter, Momir, was on top of everything the whole time-not to mention entertaining us by constantly hitting on the two blond souther girl sitting at the table next to us-- and the free wine and after dinner espressos were much appreciated.","['waiter', 'dinner']","['positive', 'neutral']"
2218,after the main course the waitress brought desert menus and never came back.,"['waitress', 'desert menus']","['negative', 'neutral']"
2219,"If I went back, I'd have dinner in the bar--better service and even better atmosphere.","['dinner', 'bar', 'service']","['neutral', 'neutral', 'positive']"
2220,"Though weekend nights and Sunday brunch draw the largest crowds, neighborhood residents master this vegan menu of quinoa-lentil cakes, seitan piccata, and sweet-potato pumpkin pie by popping in daily.","['brunch', 'menu', 'quinoa-lentil cakes', 'pumpkin']","['neutral', 'neutral', 'neutral', 'positive']"
2221,This is also when the waiter told us that half the menu was sold out.,"['waiter', 'menu']","['negative', 'neutral']"
2222,I like the smaller portion size for dinner.,"['portion', 'dinner']","['negative', 'neutral']"
2223,Our server never bothered to inquire as to whether or not we wanted coffee.,"['server', 'coffee']","['negative', 'neutral']"
2224,"considering the prices on the menu, i'd rather go somewhere else where they know how to refill water and real chairs for everyone, something you can even get at mcdonald's.","['prices', 'menu', 'water', 'chairs']","['neutral', 'neutral', 'neutral', 'positive']"
2225,The centerpiece of the menu is a range of sushi and sashimi sets: standard pieces and rolls that are adequately fresh and reliable.,"['menu', 'sushi', 'sashimi', 'rolls']","['neutral', 'positive', 'positive', 'positive']"
2226,"It may not be cuisine at it's hautest, but Grand Canyon does a mean burger and great big fluffy fries.","['cuisine', 'burger', 'fluffy fries']","['negative', 'positive', 'positive']"
2227,"Our server paid little attention to refilling our drinks, the runners brought the entrees out less than 1 minute after the appetizer, the server delivered another table's bill to us before we had even had entrees, and my partner's entree has a very noticable hair on his plate.","['drinks', 'runners', 'appetizer', 'table', 'bill']","['neutral', 'positive', 'neutral', 'neutral', 'neutral']"
2228,The food is really great but the service is absolutely horrible!,"['food', 'service']","['positive', 'negative']"
2229,My complaint was the service was not that good but the food made up for it.,"['service', 'food']","['negative', 'positive']"
2230,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.","['portions', 'veal']","['positive', 'neutral']"
2231,"The line moves quickly, perhaps because there are no alcoholic drinks, which cuts lingering at the tables to a minimum.","['line', 'drinks']","['positive', 'neutral']"
2232,"00 bottle of wine, we had to endure the waiter's attitude, like he was doing us a solid, if you're into huge Euro crowds and don't care about what you eat and how it is served to you, Baraonda is your kind of place.","['attitude', 'crowds']","['neutral', 'negative']"
2233,Waiters then recite an impossibly long list of specials; pay attention or you'll miss out on voluptuous porcini mushroom ravioli or hefty lamb chops with rosemary crust.,"['Waiters', 'specials', 'voluptuous porcini mushroom ravioli', 'hefty lamb chops']","['positive', 'positive', 'neutral', 'neutral']"
2234,"I was not allowed to transfer my credit card to the table, and was treated disgracefully while the hostess waited for the bar to sign off my card.","['hostess', 'bar']","['negative', 'neutral']"
2235,"The waitress didn't seem to know anything about the menu, she forgot our drinks, took away our wine list after I asked to keep it, and then said, I'm sorry, I only slept 3 hours last night.","['waitress', 'menu', 'drinks']","['negative', 'neutral', 'neutral']"
2236,"pineapple, kiwi, guava, and raspberry sorbet.","['pineapple', 'sorbet']","['neutral', 'positive']"
2237,"The Food It's billed as Asian street food, but since the menu is a creative collaboration between expert chefs Vongerichten and Gray Kunz, dishes show unmistakable finesse.","['Asian street food', 'menu']","['neutral', 'positive']"
2238,Service was good except the waitress brought over the check before I asked her.,"['Service', 'waitress']","['positive', 'negative']"
2239,Our waitress was so fun- I wanted her to join us for dinner.,"['waitress', 'dinner']","['positive', 'neutral']"
2240,"Careful when ordering soup, the portion is huge, you need to share, but its worth spending the extra couple bucks on just to taste it -- its all home-made food.","['soup', 'portion', 'food']","['neutral', 'positive', 'positive']"
2241,"We ate brunch here with my parents on a Sunday afternoon -- delicious food, lovely service, great value.","['brunch', 'food', 'service']","['neutral', 'positive', 'positive']"
2242,"Waiter was very arrogant, though tha staff was attentive and when a waiter pilled a glass of water on one of our guests, the hostess ran with a dry cleaning voucher even though we did not make a big deak of it - just an accident and only water.","['staff', 'glass of water', 'hostess']","['positive', 'neutral', 'positive']"
2243,"Upon calling to reserve a table outside for Brunch, the manager requested a cc nbr to secure the table for 6 (I was 8 months pregnant and there was a little baby).","['Brunch', 'manager']","['neutral', 'negative']"
2244,"The Chinese menu is gone, along with most of the good dishes.","['Chinese menu', 'dishes']","['neutral', 'positive']"
2245,"However, the restaurant is nothing special and and the food is hit or miss - perhaps the chef should tend more to his main dishes rather than mingling with the customers.","['food', 'chef', 'main dishes']","['negative', 'negative', 'neutral']"
2246,"The ribs superb, the steak, the chicken wings, the french fries, the hamburger.","['ribs', 'steak', 'chicken wings', 'french fries', 'hamburger']","['positive', 'neutral', 'neutral', 'neutral', 'neutral']"
2247,"We started ordering wine and, since we don't know much about it, we decided to let the waiter choose for us; we were pleased with his recommendation.","['wine', 'waiter']","['neutral', 'positive']"
2248,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining.","['drinks', 'people', 'dining']","['negative', 'neutral', 'negative']"
2249,"The food is first-rate awful - they managed to offend two countries in one meal - my husband's middle eastern platter (hummous, falafel, stale chips) was lo ta'im (not tasty) - and my mexican salad (bean, avocado, lettuce, stale chips) was muy repugnato.","['hummous', 'falafel', 'lettuce']","['negative', 'negative', 'neutral']"
2250,Generous portions on the entrees.,"['portions', 'entrees']","['positive', 'neutral']"
2251,"Oh, and kudos to the hostess who appeared out of thin air with extra napkins just moments after a glass of water was knocked over - she's upping the bar on service here.","['hostess', 'air', 'glass of water', 'bar', 'service']","['negative', 'negative', 'neutral', 'neutral', 'neutral']"
2252,Pork chops is probably the best choice on the menu.,"['Pork chops', 'menu']","['positive', 'neutral']"
2253,"Binegar, soy sauce, pish sauce, garLIC, ginger, chicken, lechon, oh man, it was sooooooooooooooooooooooooooooooo good.","['soy sauce', 'pish sauce', 'garLIC, ginger, chicken']","['neutral', 'positive', 'positive']"
2254,"However, it was a very long wait (over 45 min) and I confronted the hostess who stated that she could not find me at the bar and she had seated 6 other parties before me.","['wait', 'hostess', 'bar']","['negative', 'negative', 'neutral']"
2255,the dishes are a little too recherche and too trendy for their own good and there is not enough on the menu for vegetarians.,"['dishes', 'menu']","['positive', 'neutral']"
2256,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.","['food', 'appitizers', 'main course', 'desserts']","['positive', 'positive', 'positive', 'neutral']"
2257,"Our waiter had started to circle around our table like a shark after our 2nd dish, taking out plates when we were not even done.","['waiter', 'table', 'plates']","['negative', 'neutral', 'neutral']"
2258,"From a solid homey, affordable Italian menu in a warm, exhileratingly crowded location they've gone to a 30$ minimum per person on opera nights with a quality of food and drink that just does not warrant the prices.","['menu', 'quality of food', 'drink']","['positive', 'neutral', 'neutral']"
2259,"Even without this hiccup, the service seemed very amateur--not snooty, as I've read in other reviews--just nowhere near as good as it should be given the price of the meal.","['service', 'price', 'meal']","['negative', 'neutral', 'neutral']"
2260,"Upon arrival I attempted to give a waiter my name (there doesn't seem to be a hostess) and tell him I had a 9pm reservation, but was told to just go get in line and wait for a table.","['waiter', 'hostess', 'reservation', 'table']","['negative', 'negative', 'neutral', 'neutral']"
2261,"Main courses include char-grilled whole brook trout, baby lamb sotee, and (of course) kebabs of lamb and chicken; Try the thick Turkish coffee with a dessert of Kunefe with cheese !","['baby lamb sotee', 'kebabs of lamb', 'chicken', 'Turkish coffee', 'Kunefe', 'cheese']","['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral']"
2262,food is heaven  we were greeted by the hostess and sat down immediatly the space was very crowded and and we decided to order drinks promptly food can wait.,"['hostess', 'drinks']","['positive', 'neutral']"
2263,"The waiter, and someone at the next table, were both correct when they said that the lobster was delicious, but I though the price was a little steep.","['waiter', 'lobster', 'price']","['positive', 'positive', 'negative']"
2264,"Tony's gone, sadly Ernie's passed on and now the waiters have corn rows and less finish to their chosen profession but it still maintains it's class and place as a brooklyn landmark.","['waiters', 'corn rows']","['negative', 'neutral']"
2265,"The line gets a bit claustrophobic, since you're jammed against the counter, but the enormous Greek salad (replete with herbed feta, slightly sweet dolmades and a plethora of olives), the baba ghanouj and the eponymous falafel are great, as are the spanokopita and other spur-of-the-moment pastries they always seem to be featuring.","['Greek salad', 'plethora of olives', 'eponymous falafel', 'pastries']","['positive', 'neutral', 'positive', 'positive']"
2266,The wait can be long especially during brunch time but worth it.,"['wait', 'brunch']","['negative', 'neutral']"
2267,"The wait staff had good recommendations and when i broke a wine glass, they reacted in a way to put me out of my embarrassment quickly and even filled me a new glass of wine.","['wait staff', 'glass of wine']","['positive', 'neutral']"
2268,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.","['main dining room', 'ceiling']","['neutral', 'positive']"
2269,I went for dinner at Lucy the other night with five friends and it was the best experience I've had in a long time.,"['dinner', 'time']","['neutral', 'negative']"
2270,"Our waiter snubbed us when we asked if there was dessert (there wasn't), and my meal would have been the same price had it not been restaurant week.","['waiter', 'dessert', 'meal', 'price']","['negative', 'neutral', 'neutral', 'neutral']"
2271,"The first time my husband and I went there, both the appetizer and entreee I ordered were not available, but we had a waitress who was really on top of things.","['appetizer', 'waitress']","['neutral', 'positive']"
2272,"Half an hour after our appetizer was cleared, the waiter told us it would take more time to get our main courses.","['appetizer', 'waiter', 'courses']","['neutral', 'negative', 'neutral']"
2273,Plenty of tables to allow for some alone time with a friend in an otherwise sometimes crowded bar area.,"['tables', 'bar area']","['positive', 'negative']"
2274,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.","['service', 'food', 'prices']","['positive', 'positive', 'negative']"
2275,"The wait staff is very attentive; though if the place is really packed, then you may have to flag someone.","['wait staff', 'place']","['positive', 'negative']"
2276,The waitstaff is helpful and they'll get your favorite meats to circle your table more often if you just ask.,"['waitstaff', 'meats', 'table']","['positive', 'positive', 'neutral']"
2277,Part of the charm is in the earnest service; part of it is the colorful clientele; but the real charm comes from what emerges from the kitchen.,"['service', 'clientele', 'kitchen']","['positive', 'positive', 'neutral']"
2278,"Our waiter must have been a 'stand-in' because he did not know the menu, choices or basic service protocol (bread plate on the left).","['waiter', 'menu', 'service']","['negative', 'neutral', 'neutral']"
2279,"Our server seemed out of it, and drinks took 15 minutes to arrive.","['server', 'drinks']","['negative', 'neutral']"
2280,"for instance, i sat next to this couple who experienced problems with their food and the asked to speak to a manager.","['food', 'manager']","['negative', 'neutral']"
2281,"Whatever happen to FAMILY STYLE Thai cooking, the portion are too small and tradtional thai cooking uses MSG which I prefer not to have in my body.","['STYLE Thai cooking', 'portion']","['neutral', 'negative']"
2282,"We asked for our check (to pay for our drinks and leave), and received the quickest service all evening.","['drinks', 'service']","['neutral', 'positive']"
2283,After spending about 2 hours in the restaurant our waiter decided to call it a night without even asking if we wanted dessert.,"['waiter', 'dessert']","['negative', 'neutral']"
2284,"The food was cold and did not match the description on the menu, the waiter could not be bothered with me (and I am nice to deal with since I work in the industry), and it was way over priced.","['description', 'menu', 'waiter']","['negative', 'neutral', 'negative']"
2285,I went to the tasting before Nobu opened and the menu and service has greatly improved since then.,"['menu', 'service']","['neutral', 'positive']"
2286,"At almost $70/person with a glass of wine, the food is overrated.","['glass of wine', 'food']","['neutral', 'negative']"
2287,"Nostalgic lodgey bric-a-brac adorns the livelier front dining room and bar, while the dim, non-smoking back room is decorated with stained glass and modern, Mission-style chairs.","['livelier front dining room', 'bar', 'dim', 'non-smoking back room', 'chairs']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
2288,"Besides the food, the ambience reminds one of being in your grannie's dining room.","['food', 'ambience', 'dining room']","['neutral', 'neutral', 'positive']"
2289,"My dinner at Diner 24 is highlighted by rude waiters, overpriced food and unprepared dishes.","['dinner', 'waiters', 'food']","['neutral', 'negative', 'negative']"
2290,"We did complain to the manager, but she just said there are problems in the kitchen and took the drinks off bill.","['manager', 'drinks']","['negative', 'neutral']"
2291,"This closet-sized little eatery has a great collection of wine, by the glass, carafe, and bottle.","['collection', 'wine', 'glass']","['positive', 'positive', 'neutral']"
2292,"Their relatively recent introduction of a version of the Sicilian pie is called the Grandma pie featuring a thin crust, much sauce, with less cheese, and chopped Basil.","['Sicilian pie', 'sauce', 'chopped Basil']","['neutral', 'positive', 'neutral']"
2293,"The brunch entrees were shockingly overpriced, even for the area, and especially given the food quality.","['brunch entrees', 'area', 'food quality']","['negative', 'neutral', 'negative']"
2294,"After being seated at an outdoor table on a 45 degree tilt, the surly waitress gave us menus.","['seated', 'outdoor table', 'waitress']","['neutral', 'neutral', 'negative']"
2295,You should not go to a Brazilian BBQ place and have to chase the waiters and go to the hostess ASKING FOR MEAT.,"['Brazilian BBQ', 'waiters', 'hostess', 'MEAT']","['neutral', 'negative', 'negative', 'neutral']"
2296,I looked for months for a reasonably priced place that could accommodate about 40 people for a wedding rehearsal dinner on a Friday night.,"['priced place', 'dinner']","['positive', 'neutral']"
2297,"The place is very loud, good for drinks by the bar not to eat and yell.","['place', 'drinks', 'bar']","['negative', 'positive', 'neutral']"
2298,"The waitor never gave us the specials menu (which they gave to a another couple who sat next to us 20 minutes later) and the service was very slow even for the basics (bread and water, for which we had to ask a couple of times).","['service', 'water']","['negative', 'neutral']"
2299,"When we finally got our waiters attention - and explained to him we were unhappy with our entrees, his demeanor changed completely, he took our dishes and walked away without taking another order for us or asking if he could get us anything else.","['waiters', 'entrees']","['neutral', 'negative']"
2300,"After we sat down and started ordering, the waiter informed us that they were really only into serving dinners.","['waiter', 'serving dinners']","['negative', 'neutral']"
2301,First of all we ordered a wine from the menu listed as 2000 but the waiter brought the 2001 vintage and tried to pass it off as the 2000.,"['wine', 'menu', 'waiter']","['neutral', 'neutral', 'negative']"
2302,"The Scene The space, fit with imported giant urinals, zinc-topped bar, large antique mirrors, mosaic floor tiles and mahogany trim, looks like it's been around forever.","['Scene', 'space', 'bar']","['neutral', 'neutral', 'positive']"
2303,"We arrived about 15 minutes late for a Friday 12:30 reservation, but the staff couldn't have been nicer.","['reservation', 'staff']","['neutral', 'negative']"
2304,I would not return for a $30 entree of inadequate portions.,"['entree', 'portions']","['neutral', 'negative']"
2305,"The place was empty except for one table, but they were just having drinks (red flag #1).","['place', 'table', 'drinks']","['negative', 'neutral', 'neutral']"
2306,The service and atmosphere may not set your mood but when you're done you will realize that it's only the food that counts!,"['atmosphere', 'food']","['negative', 'positive']"
2307,"The Scene Quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in Italian.","['Scene', 'airy dining room', 'bar']","['neutral', 'neutral', 'positive']"
2308,"A friend and I had a lovely bottle of wine, two appetizers, two main courses and two coffees and we had change from $40.","['bottle of wine', 'appetizers', 'main courses']","['positive', 'neutral', 'neutral']"
2309,"As we were finishing our dessert, a nearby waitress dropped a tray and HOT CHOCOLATE SAUCE splattered all over my neck, hair and sweater and my boyfriend's clothes.","['dessert', 'waitress', 'HOT CHOCOLATE SAUCE']","['neutral', 'negative', 'neutral']"
2310,"We sat, missing a place setting for a while before the waitress came to ask if we wanted water and then ran away.","['setting', 'waitress']","['neutral', 'negative']"
2311,Upon entering Alta the bar and restaurant decor ironically misguide the patron.,"['bar', 'decor']","['neutral', 'negative']"
2312,"Don't bother looking at a menu- Shrimp cocktail, steak for 1,2,3, or more, creamed spinach and hash browns, and save room for the pecan pie and cheese cake, and don't forget the SCHLAG!!!!","['menu- Shrimp cocktail', 'spinach', 'pecan pie and cheese cake']","['neutral', 'positive', 'positive']"
2313,"We recently visited Madiba for lunch, and our waitress was sweet but ineffective.","['lunch', 'waitress']","['neutral', 'positive']"
2314,The ingredients used are of a good quality and the taste is superb.,"['ingredients', 'quality', 'taste']","['neutral', 'positive', 'positive']"
2315,"Space aside, service is ok but the food is really well done.","['Space', 'food']","['neutral', 'positive']"
2316,"After two terrific meals in the dining room, we opted to sit at the bar on our third visit.","['meals', 'dining room', 'bar']","['positive', 'neutral', 'neutral']"
2317,not to mention that the waiter offered putting a scoop of ice cream on my dessert.,"['waiter', 'dessert']","['negative', 'neutral']"
